PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	HMDB
1376	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos Early	100001662	2052	146.11756	6249-56-5	134	C01181	HMDB01161
2591	deoxycholate	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Neg	302	5294	391.28538	83-44-3	222528	C04483	HMDB00626
4121	desmethylnaproxen	Xenobiotics	Drug	46331	LC/MS Neg	100001787	3045	215.07136	52079-10-4	13393711		HMDB13989
4122	desmethylnaproxen sulfate	Xenobiotics	Drug	46106	LC/MS Neg	100001788	2276	295.02818		184679		
4211	dexlansoprazole	Xenobiotics	Drug	57668	LC/MS Pos Late	100015794	827	370.08316	138530-94-6	9578005	D08903	
2168	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	Lipid	Diacylglycerol	54966	LC/MS Pos Late	100010940	2733	608.52486				
1162	dihomo-linoleate (20:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231	5730	307.26425	2091-39-6	6439848	C16525	HMDB05060
1157	dihomo-linolenate (20:3n3 or n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739	5596	305.2486	17046-59-2	5280581	C03242	HMDB02925
1359	dihomo-linolenoylcarnitine (20:3n3 or 6)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57521	LC/MS Pos Late	100015840	1392	450.35777				
1387	dihomo-linolenoyl-choline	Lipid	Fatty Acid Metabolism (Acyl Choline)	53262	LC/MS Pos Late	100009335	1424	392.35231				
1360	dihomo-linoleoylcarnitine (C20:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57520	LC/MS Pos Late	100015839	1436	452.37343				
3753	dihydroferulic acid	Xenobiotics	Food Component/Plant	40481	LC/MS Neg	100003432	1928	195.06628	1135-23-5	14340		
3273	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	601	LC/MS Polar	923	1910	157.02548	155-54-4	648	C00337	HMDB03349
357	dimethylarginine (SDMA + ADMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	36808	LC/MS Pos Early	100001810	2850	203.15026	102783-24-4	123831	C03626	HMDB01539
5	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	5086	LC/MS Pos Early	806	1104	104.07061	1118-68-9	673	C01026	HMDB00092
4128	diphenhydramine	Xenobiotics	Drug	38669	LC/MS Pos Late	100002732	911	256.16959	147-24-0	3100	C06960	HMDB01927
1161	docosadienoate (22:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182	6034	335.29555	7370-49-2	5282807	C16533	HMDB61714
1258	docosadioate	Lipid	Fatty Acid, Dicarboxylate	39837	LC/MS Neg	100002952	5291.8	369.30103	505-56-6	244872	C19625	
1149	docosahexaenoate (DHA; 22:6n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665	5525	327.23295	6217-54-5	445580	C06429	HMDB02183
1390	docosahexaenoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53263	LC/MS Pos Late	100009333	1378	414.33666				
1148	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181	5571	329.2486	2234-74-4	6441454	C16513	HMDB06528
1160	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580	5624.5	329.2486	25182-74-5	6441454	C16513	HMDB01976
1150	docosatrienoate (22:3n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32417	LC/MS Neg	100001195	5823	333.2799	59708-86-0	5312556	C16534	HMDB02823
1253	dodecanedioate	Lipid	Fatty Acid, Dicarboxylate	32388	LC/MS Neg	100001102	2990	229.14453	693-23-2	12736	C02678	HMDB00623
172	dopamine 3-O-sulfate	Amino Acid	Tyrosine Metabolism	48407	LC/MS Neg	100006361	1556.2	232.02845		122136	C13690	HMDB06275
171	dopamine 4-sulfate	Amino Acid	Tyrosine Metabolism	48406	LC/MS Neg	100006360	1511	232.02848		123932	C13691	HMDB04148
4451	ectoine	Xenobiotics	Chemical	35651	LC/MS Pos Early	100001635	1980	143.08151	96702-03-3	126041	C06231	
4452	EDTA	Xenobiotics	Chemical	22163	LC/MS Pos Early	100001002	875	293.09795	60-00-4	6049	C00284	HMDB15109
1257	eicosanodioate	Lipid	Fatty Acid, Dicarboxylate	39831	LC/MS Neg	100002951	5200.9	341.26973	2424-92-2	75502		
1147	eicosapentaenoate (EPA; 20:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050	5450	301.2173	10-2005-9;10417-94-4	446284	C06428	HMDB01999
1130	eicosenoate (20:1)	Lipid	Long Chain Fatty Acid	33587	LC/MS Neg	100001335	5950	309.2799		5282768	C16526	HMDB02231
2487	epiandrosterone sulfate	Lipid	Steroid	33973	LC/MS Neg	100001287	4855	369.17411	22229-22-7	9929317		
3762	ergothioneine	Xenobiotics	Food Component/Plant	37459	LC/MS Pos Early	100002154	850	230.09578	58511-63-0	3032311	C05570	HMDB03045
1135	erucate (22:1n9)	Lipid	Long Chain Fatty Acid	1552	LC/MS Neg	1087	6355.6	337.3112	112-86-7	5281116	C08316	HMDB02068
3764	erythritol	Xenobiotics	Food Component/Plant	20699	LC/MS Polar	100000846	1491	167.05611	149-32-6	222285	C00503	HMDB02994
1047	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320	2186	135.02989	88759-55-1	2781043		HMDB00613
289	ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15765	LC/MS Polar	2054	2785	131.03498	601-75-2	11756		HMDB00622
2543	etiocholanolone glucuronide	Lipid	Steroid	47112	LC/MS Neg	100005403	4915	465.24939	03/09/3602	270605		HMDB04484
3931	eugenol sulfate	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171	3782	243.03326	95480-60-7	180632		
3767	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	47114	LC/MS Neg	100005389	1225	273.00744	86321-29-1	6305574		HMDB29200
4140	fexofenadine	Xenobiotics	Drug	42021	LC/MS Pos Late	100004018	944	502.29519	83799-24-0	3348	C06999	HMDB05030
4144	fluoxetine	Xenobiotics	Drug	44619	LC/MS Pos Late	1382	1025	310.14133	59333-67-4	3386	D00326	
972	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48195	LC/MS Polar	878	2065	225.06159	57-48-7	5984	C00095	HMDB00660
1064	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330	3084	115.00368	100-17-8	444972	C00122	HMDB00134
997	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	27719	LC/MS Polar	100001026	3085	195.05102	299-28-5	128869	C00880	HMDB00565
47	gamma-carboxyglutamate	Amino Acid	Glutamate Metabolism	38754	LC/MS Pos Early	100002679	903	192.05027	56271-99-9	40772		HMDB41900
3397	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094	3843	263.12888	178167-75-4	133098		HMDB01931
3398	gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	42381	LC/MS Neg	100004243	2500	439.16097				
438	gamma-glutamyl-2-aminobutyrate	Peptide	Gamma-glutamyl Amino Acid	37092	LC/MS Pos Early	100001502	2380	233.1132	16869-42-4			
422	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	37063	LC/MS Pos Early	100001843	1986	219.09755	5875-41-2	440103		HMDB29142
430	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	55015	LC/MS Pos Early	100010901	2784	276.1554		65254		
431	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	33934	LC/MS Pos Early	100001262	2717	276.1554	17105-15-6	7015685		HMDB03869
424	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	36738	LC/MS Pos Early	331	1775	277.10303	1116-22-9	92865	C05282	HMDB11737
425	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos Early	1140	1430	276.11902	10148-81-9	150914	C05283	HMDB11738
426	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	33949	LC/MS Pos Early	100001294	1535	205.0819	1948-29-4	165527		HMDB11667
427	gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid	18245	LC/MS Pos Early	1235	2740	285.11935	37460-15-4	7017195		
428	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos Early	100001485	2940	261.1445		14253342		HMDB11170
429	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Pos Early	1268	2991	261.1445	2566-39-4	151023		HMDB11171
432	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	44872	LC/MS Pos Early	100001313	2640	279.10092	17663-87-5	7009567		HMDB29155
433	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	33422	LC/MS Pos Early	100000491	2992	295.12885	7432-24-8	111299		HMDB00594
434	gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos Early	100001314	1750	249.10812	5652-48-2	76078708		HMDB29159
435	gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid	33947	LC/MS Pos Early	100001295	2975	334.13975	66471-20-3	3989307		HMDB29160
436	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Neg	1102	1240	309.10921	7432-23-7	94340		HMDB11741
437	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos Early	100001126	2700	247.12885	2746-34-1	7015683		HMDB11172
3403	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	52473	LC/MS Pos Late	100008998	2384	416.36427				
166	gentisate	Amino Acid	Tyrosine Metabolism	18280	LC/MS Neg	100000447	1459.8	153.01933	490-79-9	3469	C00628	HMDB00152
3688	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338	2922	195.05102	527-07-1	10690	C00257	HMDB00625
866	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48152	LC/MS Polar	572	2342	225.06159	50-99-7	79025	C00031	HMDB00122
1024	glucuronate	Carbohydrate	Aminosugar Metabolism	15443	LC/MS Polar	100000257	3233.3	193.03537	207300-70-7	444791	C00191	HMDB00127
40	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos Early	561	1500	148.06044	56-86-0	611	C00025	HMDB00148
48	glutamate, gamma-methyl ester	Amino Acid	Glutamate Metabolism	33487	LC/MS Pos Early	100001103	2170	162.07609	1499-55-4	68662		HMDB61715
41	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos Early	563	1291	147.07642	56-85-9	5961	C00064	HMDB00641
1232	glutarate (pentanedioate)	Lipid	Fatty Acid, Dicarboxylate	396	LC/MS Polar	339	2900	131.03498	110-94-1	743	C00489	HMDB00661
99	glutarylcarnitine (C5-DC)	Amino Acid	Lysine Metabolism	44664	LC/MS Pos Early	100001593	2393	276.14417	102636-82-8	71464488		HMDB13130
886	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1572	LC/MS Polar	1052	2070.4	105.01933	600-19-1	752	C00258	HMDB00139
2130	glycerol	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254	758	91.04007	56-81-5	753	C00116	HMDB00131
2131	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	43847	LC/MS Pos Early	100000258	580	173.02095	29849-82-9	754	C00093	HMDB00126
1601	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Pos Early	100001620	659	216.06315	33049-08-0	123874	C01233	HMDB00114
1603	glycerophosphoinositol*	Lipid	Phospholipid Metabolism	47155	LC/MS Polar	100001621	3850	333.05922	16824-65-0	167572		
1597	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos Early	100000269	672	258.1101	28319-77-9	71920	C00670	HMDB00086
1	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	58	LC/MS Pos Early	340	1375	76.03931	56-40-6	750	C00037	HMDB00123
2578	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628	5236.1	448.30684	16564-43-5	12544	C05466	HMDB00637
2586	glycochenodeoxycholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	52983	LC/MS Neg	100009264	4806	311.66583				
2588	glycochenodeoxycholate sulfate	Lipid	Primary Bile Acid Metabolism	52974	LC/MS Neg	100006641	4820	263.62819				
2575	glycocholate	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342	5163	464.30176	475-31-0;863-57-0	10140	C01921	HMDB00138
2622	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32599	LC/MS Neg	100001989	4750	254.62291				
2593	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Pos Late	100000436	1302	450.3214	360-65-6	3035026	C05464	HMDB00631
2627	glycodeoxycholate sulfate	Lipid	Secondary Bile Acid Metabolism	52975	LC/MS Neg	100006642	4875	263.62819				
2613	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	42574	LC/MS Neg	100004083	5020	464.30176				
2598	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	31912	LC/MS Neg	100001064	5357.1	432.31193	474-74-8	115245	C15557	HMDB00698
2599	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657	5011	255.63073	15324-64-8	72222	C11301	HMDB02639
2367	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	Lipid	Ceramides	57595	LC/MS Pos Late	100015882	3414	756.6348				
2369	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	57453	LC/MS Pos Late	100015745	3380	808.66609				
2352	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	53013	LC/MS Pos Late	100009272	2623	700.5722				
2353	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Ceramides	52234	LC/MS Pos Late	100001882	3053	728.6035				
2605	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39379	LC/MS Neg	100002911	5033	448.30684	64480-66-6	12310288		HMDB00708
374	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Polar	344	2884	116.04655	352-97-6	763	C00581	HMDB00128
3253	guanosine	Nucleotide	Purine Metabolism, Guanine containing	1573	LC/MS Neg	1099	1662	282.08439	118-00-3	6802	C00387	HMDB00133
3388	gulonate*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	46957	LC/MS Polar	100001586	2750	195.05102	20246-53-1	9794176	C00257	HMDB03290
3425	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	41754	LC/MS Pos Late	100001386	1124	616.1762	14875-96-8	26945	C00032	HMDB03178
1255	hexadecanedioate	Lipid	Fatty Acid, Dicarboxylate	35678	LC/MS Neg	100001614	4615	285.20713	505-54-4	10459	C19615	HMDB00672
1331	hexanoylcarnitine (C6)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	32328	LC/MS Pos Early	100000781	3308	260.18564	6920-35-0	6426853		HMDB00705
1313	hexanoylglutamine	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	54907	LC/MS Neg	100001733	2780	243.13503				
1318	hexanoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	35436	LC/MS Neg	100001527	2900	172.09791	24003-67-6	99463		HMDB00701
3458	hippurate	Xenobiotics	Benzoate Metabolism	15753	LC/MS Neg	100000014	2106.9	178.05096	495-69-2	464	C01586	HMDB00714
62	histidine	Amino Acid	Histidine Metabolism	59	LC/MS Neg	355	755.9	154.0622	5934-29-2	6274	C00135	HMDB00177
594	histidylalanine	Peptide	Dipeptide	42027	LC/MS Neg	100003542	970	225.09931	16874-75-2	351667		HMDB28878
352	homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22137	LC/MS Pos Early	100000961	2882	189.13461	156-86-5	9085	C01924	HMDB00670
353	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22138	LC/MS Neg	100000963	789	188.10406	1190-49-4	65072	C02427	HMDB00679
3788	homostachydrine*	Xenobiotics	Food Component/Plant	33009	LC/MS Pos Early	100001550	1750	158.11756	1195-94-4	441447	C08283	HMDB33433
809	HWESASXX*	Peptide	Polypeptide	32836	LC/MS Pos Late	100001327	810	471.73762				
68	hydantoin-5-propionic acid	Amino Acid	Histidine Metabolism	40473	LC/MS Polar	100002514	2080	171.04113	5624-26-0	782	C05565	HMDB01212
3789	hydroquinone beta-D-glucopyranoside	Xenobiotics	Food Component/Plant	38160	LC/MS Neg	100002220	1520	271.08232	497-76-7	346	C06186	HMDB29943
4156	hydroquinone sulfate	Xenobiotics	Drug	35322	LC/MS Neg	100001604	1395	188.98631	123-31-9	161220	C00530	HMDB02434
3561	hydroxycotinine	Xenobiotics	Tobacco Metabolite	38661	LC/MS Pos Early	100002717	2030	193.09716	34834-67-8	10219774		HMDB01390
365	trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32306	LC/MS Pos Early	1001	1064	132.06552	51-35-4	5810	C01157	HMDB00725
2612	hyocholate	Lipid	Secondary Bile Acid Metabolism	34093	LC/MS Neg	100001279	5046	407.28029	547-75-1	92805	C17649	HMDB00760
335	hypotaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	590	LC/MS Pos Early	358	724	110.02703	300-84-5	107812	C00519	HMDB00965
3198	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3127	LC/MS Neg	171	1291.2	135.03123	68-94-0	790	C00262	HMDB00157
4049	ibuprofen	Xenobiotics	Drug	17799	LC/MS Neg	1487	4925	205.1234	15687-27-1	3672	D00126	HMDB01925
4048	ibuprofen acyl glucuronide	Xenobiotics	Drug	38366	LC/MS Neg	100002406	4976	381.15549	115075-59-7	163959		
73	imidazole lactate	Amino Acid	Histidine Metabolism	15716	LC/MS Pos Early	100000263	2040	157.06077	14403-45-3	440129	C05568	HMDB02320
71	imidazole propionate	Amino Acid	Histidine Metabolism	40730	LC/MS Pos Early	100003434	2263	141.06586	1074-59-5	70630		HMDB02271
4460	iminodiacetate (IDA)	Xenobiotics	Chemical	21025	LC/MS Pos Early	100000900	808	134.04479	142-73-4	8897	C19911	HMDB11753
234	indole-3-carboxylic acid	Amino Acid	Tryptophan Metabolism	38116	LC/MS Neg	100002185	1708.8	160.0404	771-50-6	69867	C19837	HMDB03320
227	indoleacetate	Amino Acid	Tryptophan Metabolism	27513	LC/MS Neg	100001034	2200	174.05605	6505-45-9	802	C00954	HMDB00197
231	indoleacetylglutamine	Amino Acid	Tryptophan Metabolism	42087	LC/MS Neg	100001731	2535	302.11463		25200879		HMDB13240
226	indolelactate	Amino Acid	Tryptophan Metabolism	18349	LC/MS Neg	100000463	2286	204.06661	832-97-3	92904	C02043	HMDB00671
229	indolepropionate	Amino Acid	Tryptophan Metabolism	32405	LC/MS Pos Early	100001083	3205	190.08626	830-96-6	3744		HMDB02302
3792	indolin-2-one	Xenobiotics	Food Component/Plant	43374	LC/MS Pos Early	100004318	2575	134.06004	59-48-3	321710	C12312	
3197	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1123	LC/MS Neg	361	1602.1	267.07349	58-63-9	6021	C00294	HMDB00195
302	isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33441	LC/MS Pos Early	100001055	2810	232.15434	25518-49-4	168379		HMDB00736
303	isobutyrylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35437	LC/MS Neg	100001590	1420	144.06661	15926-18-8	10855600		HMDB00730
3937	isoeugenol sulfate	Xenobiotics	Food Component/Plant	48997	LC/MS Neg	100006089	3893	243.03326				
276	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1125	LC/MS Pos Early	376	2800	132.10191	73-32-5	6306	C00407	HMDB00172
613	isoleucylglycine	Peptide	Dipeptide	40008	LC/MS Neg	100003169	1992	187.10881	868-28-0	342532		HMDB28907
2604	isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	57577	LC/MS Neg	100002488	4809	391.28538	78919-26-3	127601	C17662	HMDB00686
251	isovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44656	LC/MS Neg	100000708	1564	101.0608	503-74-2	10430	C08262	HMDB00718
253	isovalerylcarnitine (C5)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	34407	LC/MS Pos Early	100001393	3085	246.16999	31023-24-2	6426851		HMDB00688
252	isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35107	LC/MS Neg	100001452	1950	158.08226	16284-60-9	546304		HMDB00678
210	kynurenate	Amino Acid	Tryptophan Metabolism	1417	LC/MS Neg	98	2224	188.03531	492-27-3	3845	C01717	HMDB00715
206	kynurenine	Amino Acid	Tryptophan Metabolism	15140	LC/MS Pos Early	100000265	2739	209.09207	2922-83-0	161166	C00328	HMDB00684
883	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	527	LC/MS Polar	482	1468.8	89.02442	79-33-4	612	C00186	HMDB00190
2364	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Ceramides	57370	LC/MS Pos Late	100015620	3778	972.73457				
2362	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	53010	LC/MS Pos Late	100009030	2527	862.62502	4201-62-1			
4151	lamotrigine	Xenobiotics	Drug	54762	LC/MS Pos Early	100009390	3379	256.01513		3878	D00354	HMDB14695,HMDB05043
4462	lanthionine	Xenobiotics	Chemical	42002	LC/MS Pos Early	100003892	1730	209.05906	02/08/3183	98504		
1101	laurate (12:0)	Lipid	Medium Chain Fatty Acid	1645	LC/MS Neg	181	5300	199.17035	143-07-7	3893	C02679	HMDB00638
1337	laurylcarnitine (C12)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34534	LC/MS Pos Late	100001392	1235	344.27954	25518-54-1	10427569		HMDB02250
242	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	60	LC/MS Pos Early	397	2864	132.10191	61-90-5	6106	C00123	HMDB00687
796	leucylglutamine*	Peptide	Dipeptide	48189	LC/MS Pos Early	100003183	2620	260.1605		4305457		HMDB28927
631	leucylglycine	Peptide	Dipeptide	40045	LC/MS Pos Early	100003185	2778	189.12337	686-50-0	79070		HMDB28929
1460	leukotriene B4	Lipid	Eicosanoid	37530	LC/MS Neg	399	5186	335.22278	71160-24-2	5280492	C02165	HMDB01085
4174	levetiracetam	Xenobiotics	Drug	57641	LC/MS Pos Early	100015873	1925	171.11281	102767-28-2	5284583	D00709,C07841	
4175	lidocaine	Xenobiotics	Drug	35661	LC/MS Pos Early	100001538	3250	235.18049	137-58-6	3676	D00358	HMDB14426
2264	lignoceroyl sphingomyelin (d18:1/24:0)	Lipid	Sphingolipid Metabolism	57330	LC/MS Pos Late	100006298	3437	815.70006	60037-60-7			
1368	lignoceroylcarnitine (C24)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57515	LC/MS Pos Late	100015834	1603	512.46733				
1153	linoleate (18:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180	5535	279.23295	60-33-3	5280450	C01595	HMDB00673
1155	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337	5450	277.2173		5280934	C06426	HMDB03073
1344	linolenoylcarnitine (C18:3)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57511	LC/MS Pos Late	100015831	1310	422.32649				
1551	linoleoyl ethanolamide	Lipid	Endocannabinoid	52608	LC/MS Neg	100006726	6150	322.27515	68171-52-8	5283446		HMDB12252
2216	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	Lipid	Diacylglycerol	54955	LC/MS Pos Late	100010922	2566	658.54051				HMDB07257
2217	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	Lipid	Diacylglycerol	54956	LC/MS Pos Late	100010923	2624	658.54051				HMDB07257
1343	linoleoylcarnitine (C18:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	46223	LC/MS Pos Late	100003151	1430	424.34214	36816-10-1	6450015		HMDB06469
1388	linoleoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	57463	LC/MS Pos Late	100015760	1388	366.33666				
2208	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*	Lipid	Diacylglycerol	54963	LC/MS Pos Late	100010926	2426	632.52486				HMDB07249
2209	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	Diacylglycerol	54964	LC/MS Pos Late	100010927	2478	632.52486				HMDB07250
2206	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	Diacylglycerol	54968	LC/MS Pos Late	100010941	2689	634.54051				HMDB07248
84	lysine	Amino Acid	Lysine Metabolism	1301	LC/MS Pos Early	407	2850	147.11281	56-87-1	5962	C00047	HMDB00182
1065	malate	Energy	TCA Cycle	1303	LC/MS Neg	409	615.6	133.01425	6915-15-7	525	C00149	HMDB00156
1243	maleate	Lipid	Fatty Acid, Dicarboxylate	20676	LC/MS Polar	100000707	2510	115.00368	110-16-7	444266	C01384	HMDB00176
1082	malonate	Lipid	Fatty Acid Synthesis	15872	LC/MS Polar	818	3447	103.00368	141-82-2;26522-22-85-0	867	C00383	HMDB00691
1081	malonylcarnitine	Lipid	Fatty Acid Synthesis	37059	LC/MS Pos Early	100001526	2086	248.11287	853728-01-5	22833583		HMDB02095
935	maltose	Carbohydrate	Glycogen Metabolism	15586	LC/MS Polar	913	3329.4	387.11442	6363-53-7	10991489	C00208	HMDB00163
932	maltotriose	Carbohydrate	Glycogen Metabolism	44688	LC/MS Polar	100000276	4286.4	549.16723	1109-28-0	439586	C01835	HMDB01262
977	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	46142	LC/MS Polar	100001740	2320	181.07176		5780	C00794	HMDB00247
978	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48153	LC/MS Polar	803	2200	225.06159	3458-28-4	18950	C00159	HMDB00169
1112	margarate (17:0)	Lipid	Long Chain Fatty Acid	1121	LC/MS Neg	891	5731	269.2486	506-12-7	10465		HMDB02259
1369	margaroylcarnitine*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57512	LC/MS Pos Late	100004054	1424	414.35779	106182-29-0			HMDB06210
307	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1302	LC/MS Pos Early	415	2526	150.05833	63-68-3	6137	C00073	HMDB00696
311	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	44878	LC/MS Pos Early	100004635	1250	182.04816	820-10-0	69961		
312	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	18374	LC/MS Pos Early	100000039	1272	166.05325	3226-65-1	158980	C02989	HMDB02005
3899	methyl glucopyranoside (alpha + beta)	Xenobiotics	Food Component/Plant	46144	LC/MS Pos Early	100005864	832	212.11268				
