PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
822	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1572	LC/MS Polar	1052	2070.4	105.01933	600-19-1	752	C00258	HMDB00139
1657	glycerol	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254	758	91.04007	56-81-5	753	C00116	HMDB00131
1658	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	15365	GC/MS	100000258	1719.7	357.1	29849-82-9	754	C00093	HMDB00126
1435	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Polar	100001620	3075	214.04859	33049-08-0	123874	C01233	HMDB00114
1429	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos	100000269	709.9	258.1101	28319-77-9	71920	C00670	HMDB00086
1	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	58	LC/MS Pos	340	700	263.14662	56-40-6	750	C00037	HMDB00123
1917	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628	5236.1	448.30684	16564-43-5	12544	C05466	HMDB00637
1914	glycocholate	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342	5163	464.30176	475-31-0;863-57-0	10140	C01921	HMDB00138
1953	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32599	LC/MS Neg	100001989	4750	254.62291				
1925	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Neg	100000436	5281	448.30684	360-65-6	3035026	C05464	HMDB00631
1944	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	42574	LC/MS Neg	100004083	5020	464.30176				
1930	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	31912	LC/MS Neg	100001064	5357.1	432.31193	474-74-8	115245	C15557	HMDB00698
1931	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657	5011	255.63073	15324-64-8	72222	C11301	HMDB02639
1936	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39379	LC/MS Neg	100002911	5033	448.30684	64480-66-6	12310288		HMDB00708
539	glycylleucine	Peptide	Dipeptide	34398	LC/MS Pos	100001258	2190.9	189.12337	869-19-2	92843	C02155	HMDB00759
549	glycylvaline	Peptide	Dipeptide	18357	LC/MS Pos	100000487	1561.6	175.10772	1963-21-9	97417		HMDB28854
363	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Pos	344	711.2	118.06111	352-97-6	763	C00581	HMDB00128
380	guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism	32446	LC/MS Polar	100001212	3550	174.05203	6133-30-8	97856	C03139	HMDB03157
2559	guanosine	Nucleotide	Purine Metabolism, Guanine containing	1573	LC/MS Neg	1099	1662	282.08439	118-00-3	6802	C00387	HMDB00133
2682	gulonic acid*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	46957	LC/MS Polar	100001586	2750	195.05102	20246-53-1	9794176		
2718	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	41754	LC/MS Pos	100001386	5003	616.1762	14875-96-8	26945	C00032	HMDB03178
1012	heptanoate (7:0)	Lipid	Medium Chain Fatty Acid	1644	LC/MS Neg	925	3670	129.0921	111-14-8	8094	C17714	HMDB00666
1158	hexadecanedioate	Lipid	Fatty Acid, Dicarboxylate	35678	LC/MS Neg	100001614	4615	285.20713	505-54-4	10459	C19615	HMDB00672
1240	hexanoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	32328	LC/MS Pos	100000781	3194	260.18564	6920-35-0	6426853		HMDB00705
1229	hexanoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	35436	LC/MS Neg	100001527	2900	172.09791	24003-67-6	99463		HMDB00701
2748	hippurate	Xenobiotics	Benzoate Metabolism	15753	LC/MS Neg	100000014	2106.9	178.05096	495-69-2	464	C01586	HMDB00714
53	histidine	Amino Acid	Histidine Metabolism	59	LC/MS Neg	355	755.9	154.0622	5934-29-2	6274	C00135	HMDB00177
554	histidylalanine	Peptide	Dipeptide	42027	LC/MS Neg	100003542	970	225.09931	16874-75-2	351667		
335	homoarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22137	LC/MS Polar	100000961	5123	187.12005	156-86-5	9085	C01924	HMDB00670
3040	homocitrate	Xenobiotics	Food Component/Plant	39601	LC/MS Neg	100002554	578	205.03537	320573-06-6	439459	C01251	HMDB03518
336	homocitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	22138	LC/MS Pos	100000963	821.7	190.11862	1190-49-4	65072	C02427	HMDB00679
3041	homostachydrine*	Xenobiotics	Food Component/Plant	33009	LC/MS Pos	100001550	1211	158.11756	1195-94-4	441447	C08283	HMDB33433
763	HWESASLLR	Peptide	Polypeptide	44657	LC/MS Pos	100001281	3020.1	549.78818				
761	HWESASXX*	Peptide	Polypeptide	32836	LC/MS Pos	100001327	3572.3	471.73762				
59	hydantoin-5-propionic acid	Amino Acid	Histidine Metabolism	40473	LC/MS Pos	100002514	1494	173.05569	5624-26-0	782	C05565	HMDB01212
3042	hydroquinone beta-D-glucopyranoside	Xenobiotics	Food Component/Plant	38160	LC/MS Neg	100002220	1520	271.08232	497-76-7	346	C06186	HMDB29943
3341	hydroquinone sulfate	Xenobiotics	Drug	35322	LC/MS Neg	100001604	1395	188.98631	123-31-9	161220	C00530	HMDB02434
1238	hydroxybutyrylcarnitine*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	43264	LC/MS Pos	100003926	1477	248.14925		53481617		HMDB13127
2828	hydroxycotinine	Xenobiotics	Tobacco Metabolite	38661	LC/MS Pos	100002717	1275	193.09716	34834-67-8	10219774		HMDB01390
1943	hyocholate	Lipid	Secondary Bile Acid Metabolism	34093	LC/MS Neg	100001279	5046	407.28029	547-75-1	92805	C17649	HMDB00760
1946	hyodeoxycholate	Lipid	Secondary Bile Acid Metabolism	27531	LC/MS Neg	100000777	5097	391.28538	83-49-8	5283820	C15517	HMDB00733
320	hypotaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	590	LC/MS Polar	358	2763.4	108.01247	300-84-5	107812	C00519	HMDB00965
2505	hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3127	LC/MS Neg	171	1291.2	135.03123	68-94-0	790	C00262	HMDB00157
3247	ibuprofen	Xenobiotics	Drug	17799	LC/MS Pos	1487	5300	224.16451	15687-27-1	3672	D00126	HMDB01925
3246	ibuprofen acyl glucuronide	Xenobiotics	Drug	38366	LC/MS Neg	100002406	4976	381.15549	115075-59-7	163959		
64	imidazole lactate	Amino Acid	Histidine Metabolism	15716	LC/MS Pos	100000263	782.7	157.06077	14403-45-3	440129	C05568	HMDB02320
63	imidazole propionate	Amino Acid	Histidine Metabolism	40730	LC/MS Pos	100003434	1020	141.06586	1074-59-5	70630		HMDB02271
234	indole-3-carboxylic acid	Amino Acid	Tryptophan Metabolism	38116	LC/MS Neg	100002185	1708.8	160.0404	771-50-6	69867	C19837	HMDB03320
199	indoleacetate	Amino Acid	Tryptophan Metabolism	27513	LC/MS Pos	100001034	3766.3	176.07061	6505-45-9	802	C00954	HMDB00197
227	indoleacetylglutamine	Amino Acid	Tryptophan Metabolism	42087	LC/MS Neg	100001731	2535	302.11463		25200879		HMDB13240
3044	indoleacrylate	Xenobiotics	Food Component/Plant	22114	LC/MS Neg	100000800	2511	186.05605	1204-06-4	15030923		HMDB00734
225	indolebutyrate	Amino Acid	Tryptophan Metabolism	34402	LC/MS Pos	100001404	4425	204.10191	133-32-4	8617	C11284	HMDB02096
198	indolelactate	Amino Acid	Tryptophan Metabolism	18349	LC/MS Pos	100000463	3514	206.08117	832-97-3	92904	C02043	HMDB00671
201	indolepropionate	Amino Acid	Tryptophan Metabolism	32405	LC/MS Pos	100001083	4147.9	190.08626	830-96-6	3744		HMDB02302
3045	indolin-2-one	Xenobiotics	Food Component/Plant	43374	LC/MS Pos	100004318	3386	134.06004	59-48-3	321710	C12312	
2504	inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1123	LC/MS Neg	361	1602.1	267.07349	58-63-9	6021	C00294	HMDB00195
1407	inositol 1-phosphate (I1P)	Lipid	Inositol Metabolism	1481	GC/MS	370	2057.8	318.1	573-35-3;106032-59-1	440194	C04006	HMDB00213
283	isobutyrylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33441	LC/MS Pos	100001055	1955.1	232.15434	25518-49-4	168379		HMDB00736
284	isobutyrylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35437	LC/MS Neg	100001590	1420	144.06661	15926-18-8	10855600		HMDB00730
3184	isoeugenol sulfate	Xenobiotics	Food Component/Plant	48997	LC/MS Neg	100006089	3893	243.03326				
267	isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1125	LC/MS Pos	376	1599	132.10191	73-32-5	6306	C00407	HMDB00172
573	isoleucylglycine	Peptide	Dipeptide	40008	LC/MS Pos	100003169	1740	189.12337	868-28-0	342532		
244	isovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	44656	LC/MS Neg	100000708	1564	101.0608	503-74-2	10430	C08262	HMDB00718
246	isovalerylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	34407	LC/MS Pos	100001393	2504.9	246.16999	31023-24-2	6426851		HMDB00688
245	isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35107	LC/MS Neg	100001452	1950	158.08226	16284-60-9	546304		HMDB00678
2723	I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32426	LC/MS Neg	100001226	4190	591.31881	14684-37-8	26818	C05790	HMDB04157
3352	ketamine	Xenobiotics	Drug	35128	LC/MS Pos	100001503	2940	238.09932	6740-88-1	3821	C07525	HMDB15352
205	kynurenate	Amino Acid	Tryptophan Metabolism	1417	LC/MS Neg	98	2224	188.03531	492-27-3	3845	C01717	HMDB00715
204	kynurenine	Amino Acid	Tryptophan Metabolism	15140	LC/MS Pos	100000265	1902.1	209.09207	2922-83-0	161166	C00328	HMDB00684
819	lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	527	LC/MS Neg	482	681.6	89.02442	79-33-4	612	C00186	HMDB00190
874	lactose	Carbohydrate	Disaccharides and Oligosaccharides	567	LC/MS Polar	393	3500	387.11442	5965-66-2	84571	C00243	HMDB00186
1746	lathosterol	Lipid	Sterol	39864	GC/MS	100001105	2337	255.2	80-99-9;80-99-9	65728	C01189	HMDB01170
1018	laurate (12:0)	Lipid	Medium Chain Fatty Acid	1645	LC/MS Neg	181	5300	199.17035	143-07-7	3893	C02679	HMDB00638
1246	laurylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34534	LC/MS Pos	100001392	5070	344.27954	25518-54-1	10427569		HMDB02250
238	leucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	60	LC/MS Pos	397	1680.2	132.10191	61-90-5	6106	C00123	HMDB00687
752	leucylglutamine*	Peptide	Dipeptide	48189	LC/MS Pos	100003183	1578	260.1605		4305457		
591	leucylglycine	Peptide	Dipeptide	40045	LC/MS Pos	100003185	1805	189.12337	686-50-0	79070		
1313	leukotriene B4	Lipid	Eicosanoid	37530	LC/MS Neg	399	5186	335.22278	71160-24-2	5280492	C02165	HMDB01085
1380	leukotriene B5	Lipid	Eicosanoid	46342	LC/MS Neg	100002813	5075	333.20713	88763-92-9	5283125		HMDB05073
2909	levulinate (4-oxovalerate)	Xenobiotics	Food Component/Plant	22177	LC/MS Pos	100000765	1869	99.04406	123-76-2	11579		HMDB00720
3359	lidocaine	Xenobiotics	Drug	35661	LC/MS Pos	100001538	2850	235.18049	137-58-6	3676	D00358	HMDB14426
1049	lignocerate (24:0)	Lipid	Long Chain Fatty Acid	1364	GC/MS	516	2211	425.4	557-59-5	11197	C08320	HMDB02003
1190	linoleamide (18:2n6)	Lipid	Fatty Acid, Amide	32455	LC/MS Neg	1492	6205	278.24893	1/7/99	6435901		
1064	linoleate (18:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180	5535	279.23295	60-33-3	5280450	C01595	HMDB00673
1066	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337	5450	277.2173		5280934	C06426	HMDB03073
1251	linoleoylcarnitine*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	46223	LC/MS Pos	100003151	5190	424.34214	36816-10-1	6450015		HMDB06469
2725	L-urobilin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	40173	LC/MS Pos	100002568	4072.3	595.34902	34217-90-8	5280818	C05793	HMDB04159
73	lysine	Amino Acid	Lysine Metabolism	1301	LC/MS Polar	407	5431.1	145.09825	56-87-1	5962	C00047	HMDB00182
610	lysylleucine	Peptide	Dipeptide	40020	LC/MS Pos	100003196	1561	260.19687	7369-79-1	4682588		
996	malate	Energy	TCA Cycle	1303	LC/MS Neg	409	615.6	133.01425	6915-15-7	525	C00149	HMDB00156
1146	maleate	Lipid	Fatty Acid, Dicarboxylate	20676	LC/MS Polar	100000707	2510	115.00368	110-16-7	444266	C01384	HMDB00176
1207	malonate	Lipid	Fatty Acid Synthesis	15872	LC/MS Polar	818	3447	103.00368	141-82-2;26522-22-85-0	867	C00383	HMDB00691
1206	malonylcarnitine	Lipid	Fatty Acid Synthesis	37059	LC/MS Pos	100001526	965	248.11287	853728-01-5	22833583		HMDB02095
870	maltose	Carbohydrate	Glycogen Metabolism	15806	GC/MS	913	2142.1	204.1	6363-53-7	10991489	C00208	HMDB00163
916	mannitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	15335	GC/MS	100000277	1839	319.1	69-65-8	6251	C00392	HMDB00765
911	mannitol/sorbitol	Carbohydrate	Fructose, Mannose and Galactose Metabolism	46142	LC/MS Polar	100001740	2260	181.07176		5780	C01507	HMDB00247
912	mannose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	48153	LC/MS Polar	803	2200	225.06159	3458-28-4	18950	C00159	HMDB00169
1027	margarate (17:0)	Lipid	Long Chain Fatty Acid	1121	LC/MS Neg	891	5731	269.2486	506-12-7	10465		HMDB02259
1075	mead acid (20:3n9)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35174	LC/MS Neg	100001472	5650	305.2486	20590-32-3	5312531		HMDB10378
294	methionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1302	LC/MS Pos	415	1250	150.05833	63-68-3	6137	C00073	HMDB00696
298	methionine sulfone	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	44878	LC/MS Polar	100004635	1880	180.0336	820-10-0	69961		
299	methionine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	18374	LC/MS Polar	100000039	2698	164.03869	3226-65-1	158980	C02989	HMDB02005
3147	methyl glucopyranoside (alpha + beta)	Xenobiotics	Food Component/Plant	46144	LC/MS Neg	100005864	1070	193.0718				
3067	methyl indole-3-acetate	Xenobiotics	Food Component/Plant	1584	LC/MS Pos	1104	4350	190.08626	1912-33-0	74706		HMDB29738
2807	methyl-4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48429	LC/MS Neg	100006116	2873	230.99688				
1226	methylmalonate (MMA)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	1496	LC/MS Polar	418	3078.4	117.01933	516-05-2	487	C02170	HMDB00202
259	methylsuccinate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15745	LC/MS Polar	2051	2800	131.03498	498-21-5	10349		HMDB01844
1399	myo-inositol	Lipid	Inositol Metabolism	1124	LC/MS Polar	363	3506.3	225.06159	87-89-8	892	C00137	HMDB00211
1021	myristate (14:0)	Lipid	Long Chain Fatty Acid	1365	LC/MS Neg	519	5440	227.20165	544-63-8	11005	C06424	HMDB00806
1022	myristoleate (14:1n5)	Lipid	Long Chain Fatty Acid	32418	LC/MS Neg	100001198	5346.9	225.186	544-64-9	5281119	C08322	HMDB02000
1254	myristoleoylcarnitine*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	48182	LC/MS Pos	100006051	5120	370.29471	889848-55-9			
1247	myristoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33952	LC/MS Pos	100001270	5142.1	372.31084	18822-89-4	53477791		HMDB05066
3070	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	31536	LC/MS Neg	100001086	1525.8	168.03023	5657-19-2;5657-19-2	21863		HMDB00439
2663	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	40469	LC/MS Pos	100001468	1688	153.06586	701-44-0	69698	C05842	HMDB04193
2532	N1-methyladenosine	Nucleotide	Purine Metabolism, Adenine containing	15650	LC/MS Pos	1242	1399	282.11969	15763-06-1	27476	C02494	HMDB03331
2566	N1-methylguanosine	Nucleotide	Purine Metabolism, Guanine containing	31609	LC/MS Pos	100001122	1869	298.1146	2140-65-0	96373		HMDB01563
2568	N2,N2-dimethylguanosine	Nucleotide	Purine Metabolism, Guanine containing	35137	LC/MS Pos	100001412	2168	312.13025	2140-67-2	92919		HMDB04824
74	N2-acetyllysine	Amino Acid	Lysine Metabolism	36751	LC/MS Pos	100001721	836	189.12337	1946-82-3	92907	C12989	HMDB00446
2567	N2-methylguanosine	Nucleotide	Purine Metabolism, Guanine containing	35133	LC/MS Neg	100001467	1988	296.10004	2140-77-4	3035422		HMDB05862
2622	N4-acetylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	35130	LC/MS Neg	100001413	2040	284.08881	3768-18-1	107461		HMDB05923
77	N6,N6,N6-trimethyllysine	Amino Acid	Lysine Metabolism	1498	LC/MS Pos	189	690	189.15976	23284-33-5	440120	C03793	HMDB01325
75	N6-acetyllysine	Amino Acid	Lysine Metabolism	36752	LC/MS Pos	100001734	1140	189.12337	692-04-6	92832	C02727	HMDB00206
2542	N6-carbamoylthreonyladenosine	Nucleotide	Purine Metabolism, Adenine containing	35157	LC/MS Pos	100001415	2673	413.14154	24719-82-2	161466		HMDB41623
2533	N6-methyladenosine	Nucleotide	Purine Metabolism, Adenine containing	37114	LC/MS Pos	213	1988	282.11969	1867-73-8	102175		HMDB04044
2551	N6-succinyladenosine	Nucleotide	Purine Metabolism, Adenine containing	48130	LC/MS Pos	100001664	2222	384.11499	4542-23-8			HMDB00912
58	N-acetyl-1-methylhistidine*	Amino Acid	Histidine Metabolism	43255	LC/MS Pos	100004299	987	212.1028				
57	N-acetyl-3-methylhistidine*	Amino Acid	Histidine Metabolism	43256	LC/MS Pos	100002204	917	212.10297	37841-04-6	193270		
26	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1585	LC/MS Neg	1110	861.2	130.05096	97-69-8	88064	C02847	HMDB00766
2961	N-acetylalliin	Xenobiotics	Food Component/Plant	45404	LC/MS Neg	100005367	1467	218.04925				
341	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	33953	LC/MS Pos	100001266	1116	217.12952	155-84-0	67427	C02562	HMDB04620
32	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	22185	LC/MS Pos	100000787	1222.4	176.05535	997-55-7;997-55-7	65065	C01042	HMDB00812
42	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	35665	LC/MS Pos	100001612	1575.4	305.09795	3106-85-2	5255	C12270	HMDB01067
2610	N-acetyl-beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	37432	LC/MS Pos	100002102	1471	132.06552	3025-95-4	76406	C01073	
414	N-acetylcarnosine	Peptide	Dipeptide Derivative	43488	LC/MS Neg	100004046	1235	267.10988	56353-15-2	9903482		HMDB12881
356	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	48434	LC/MS Neg	100001577	940	216.09898	33965-42-3	656979	C15532	HMDB00856
40	N-acetylglutamate	Amino Acid	Glutamate Metabolism	15720	LC/MS Pos	100000282	1492	190.071	8/3/17	70914	C00624	HMDB01138
41	N-acetylglutamine	Amino Acid	Glutamate Metabolism	33943	LC/MS Pos	100001253	1193	189.08699	2490-97-3	182230	C02716	HMDB06029
2	N-acetylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	27710	LC/MS Neg	100001006	731	116.03531	543-24-8	10972		HMDB00532
72	N-acetylhistamine	Amino Acid	Histidine Metabolism	48679	LC/MS Pos	100006123	1000	154.09749	673-49-4	69602	C05135	HMDB13253
54	N-acetylhistidine	Amino Acid	Histidine Metabolism	33946	LC/MS Neg	100001293	900	196.07276	39145-52-3	75619	C02997	HMDB32055
269	N-acetylisoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33967	LC/MS Neg	100001276	2325	172.09791	3077-46-1	2802421		
236	N-acetylkynurenine (2)	Amino Acid	Tryptophan Metabolism	48757	LC/MS Pos	100006378	3114	251.10264				
239	N-acetylleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1587	LC/MS Neg	1082	2400	172.09791	1188-21-2	70912	C02710	HMDB11756
295	N-acetylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1589	LC/MS Neg	1083	1787	190.05434	65-82-7	448580	C02712	HMDB11745
967	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	32377	LC/MS Polar	1162	3072.6	308.0987	131-48-6	439197	C00270	HMDB00230
100	N-acetylphenylalanine	Amino Acid	Phenylalanine and Tyrosine Metabolism	33950	LC/MS Neg	100001256	2597	206.08226	2018-61-3	74839	C03519	HMDB00512
373	N-acetylputrescine	Amino Acid	Polyamine Metabolism	37496	LC/MS Pos	192	840	131.11789	18233-70-0	122356	C02714	HMDB02064
10	N-acetylserine	Amino Acid	Glycine, Serine and Threonine Metabolism	37076	LC/MS Polar	100001851	2000	146.04588	97-14-3	65249		HMDB02931
322	N-acetyltaurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	48187	LC/MS Neg	100005466	800	166.01795		159864		
15	N-acetylthreonine	Amino Acid	Glycine, Serine and Threonine Metabolism	33939	LC/MS Neg	100001274	821.6	160.06153	17093-74-2	152204		
195	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	33959	LC/MS Neg	100001254	2630	245.09316	1218-34-4	700653	C03137	HMDB13713
113	N-acetyltyrosine	Amino Acid	Phenylalanine and Tyrosine Metabolism	32390	LC/MS Neg	100001104	1680	222.07718	537-55-3	68310		HMDB00866
280	N-acetylvaline	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1591	LC/MS Neg	1084	1704	158.08226	96-81-1	66789		HMDB11757
2578	N-carbamoylaspartate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1594	LC/MS Polar	1108	3800	175.03604	923-37-5	93072	C00438	HMDB00828
344	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43249	LC/MS Pos	100004523	887	175.10772		9920500		
3380	N-ethylglycinexylidide	Xenobiotics	Drug	33080	LC/MS Pos	100001539	2630	207.14919	7728-40-7	24415	C16561	HMDB60656
296	N-formylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2829	LC/MS Neg	194	1543.8	176.03869	4289-98-9	439750	C03145	HMDB01015
189	N-formylphenylalanine	Amino Acid	Phenylalanine and Tyrosine Metabolism	48433	LC/MS Neg	100006056	2336	192.06661	13200-85-6	759256		
2644	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	594	LC/MS Pos	432	1271.1	123.05529	98-92-0	936	C00153	HMDB01406
1236	N-linoleoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	32462	LC/MS Neg	1506	5510	336.25441	3/6/64	6433346		
3619	N-methylpipecolate	Xenobiotics	Chemical	47101	LC/MS Pos	100005383	1129	144.10191	41447-17-0	11862129;11286529		
348	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	37431	LC/MS Pos	100001956	831	130.08626	475-11-6	557		
1231	N-octanoylglycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	43502	LC/MS Neg	100003940	4335.4	200.12921	14246-53-8	84290		HMDB00832
1394	N-oleoyltaurine	Lipid	Endocannabinoid	39732	LC/MS Neg	100003119	5610	388.2527	52514-04-2	6437033		
1037	nonadecanoate (19:0)	Lipid	Long Chain Fatty Acid	1356	LC/MS Neg	892	6068	297.2799	646-30-0	12591	C16535	HMDB00772
1232	N-palmitoyl glycine	Lipid	Fatty Acid Metabolism(Acyl Glycine)	42092	LC/MS Neg	100003686	5580	312.25441	2441-41-0	151008		
1396	N-palmitoyltaurine	Lipid	Endocannabinoid	39835	LC/MS Neg	100003239	5560	362.23705	83982-06-3			
1395	N-stearoyltaurine	Lipid	Endocannabinoid	39730	LC/MS Neg	100003240	5782	390.26835	63155-80-6	168274		
135	o-cresol sulfate	Amino Acid	Phenylalanine and Tyrosine Metabolism	36845	LC/MS Neg	100001806	2796	187.00705		11615528		
1159	octadecanedioate	Lipid	Fatty Acid, Dicarboxylate	36754	LC/MS Neg	100001615	5042.9	313.23843	871-70-5	70095		HMDB00782
1241	octanoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33936	LC/MS Pos	100001247	4090	288.21694	3671-77-0	123701	C02838	HMDB00791
3386	ofloxacin	Xenobiotics	Drug	21320	LC/MS Pos	100000673	2615	362.15106	82419-36-1	4583	C07321	HMDB01929
1187	oleamide	Lipid	Fatty Acid, Amide	32458	LC/MS Neg	1504	6581.5	280.26458	301-02-0	5283387	C19670	HMDB02117
1031	oleate (18:1n9)	Lipid	Long Chain Fatty Acid	1359	GC/MS	442	1984.4	339.2	112-80-1	445639	C00712	HMDB00207
1384	oleic ethanolamide	Lipid	Endocannabinoid	38102	LC/MS Neg	1137	6200	324.2908	11-58-0;111-58-0	5283454		HMDB02088
1252	oleoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	35160	LC/MS Pos	100001501	5215	426.35779	38677-66-6	6441392;53477789		HMDB05065
2779	O-methylcatechol sulfate	Xenobiotics	Benzoate Metabolism	46111	LC/MS Neg	100004208	2344	203.00196		22473		
331	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1493	LC/MS Polar	444	4838	131.0826	3184-13-2	6262	C00077	HMDB03374
2580	orotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1505	LC/MS Polar	445	1638.1	155.00983	50887-69-9	967	C00295	HMDB00226
2582	orotidine	Nucleotide	Pyrimidine Metabolism, Orotate containing	35172	LC/MS Polar	100001416	2250	287.05209	314-50-1	92751	C01103	HMDB00788
3516	O-sulfo-L-tyrosine	Xenobiotics	Chemical	45413	LC/MS Neg	100005384	990	260.02343		514186		
2681	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	20694	LC/MS Neg	100000841	603	88.98803	144-62-7	971	C00209	HMDB02329
1024	palmitate (16:0)	Lipid	Long Chain Fatty Acid	1336	LC/MS Neg	424	5618	255.23295	57-10-3	985	C00249	HMDB00220
1186	palmitic amide	Lipid	Fatty Acid, Amide	42095	LC/MS Neg	100003915	6690	254.24893	629-54-9	69421		
1025	palmitoleate (16:1n7)	Lipid	Long Chain Fatty Acid	33447	LC/MS Neg	452	5475	253.2173	373-49-9	445638	C08362	HMDB03229
